domain,episode_id,turn_id,source_line,text_sha256,information_referent_present,delete_signal_count,all_signal_operations
household,household_episode_custom_en_022_marigold_easel_marigold_caddy_art_supply_private_note,t152,22,2b95df03e94bdb18ce73428b8526d33dddbc9b0eb81db6d899d33f27dc88e6d5,False,0,
household,household_episode_custom_en_022_marigold_easel_marigold_caddy_art_supply_private_note,t154,22,0e66c9d10a805f180e2da1b80c7b7cf48c82a0732cc8712fb5cd39b7af85bac7,True,1,delete
household,household_episode_custom_en_023_cinder_hearth_cinder_hamper_fireplace_supply_private_note,t154,23,2c1e08684e88ee45b9959927426fe6fb19c0b977f241250d726ca607de393202,False,0,
household,household_episode_custom_en_023_cinder_hearth_cinder_hamper_fireplace_supply_private_note,t156,23,5f1ed2c9c98cda724c016009a352c93dbe391aaffbf0432b3b94147e5857010d,False,0,
household,household_episode_custom_en_023_cinder_hearth_cinder_hamper_fireplace_supply_private_note,t157,23,fd1afb9211850eaa557200f6326dfc337846fcc1a03fc38b1c68d29dcd49ef5a,False,0,
household,household_episode_custom_en_023_cinder_hearth_cinder_hamper_fireplace_supply_private_note,t158,23,7373d234933ef5abfeaa593c964984adddf42e599ae8f01cf8a425d4e8540fdc,False,0,
household,household_episode_custom_en_023_cinder_hearth_cinder_hamper_fireplace_supply_private_note,t160,23,bd0e3468abc511afca9cb3185a941f4fd0ca19d957094b1b48f675ef42986b63,False,0,
medical,med_episode_rewrite_en_002_cardiology_afib_cardioversion_confidential_backup,t157,2,3e0285187bc2eb4acd887f3a8784a0f999c35350345dafc81a45d5ae78893f48,False,0,
medical,med_episode_rewrite_en_002_cardiology_afib_cardioversion_confidential_backup,t159,2,f739cd1ea1136acb78cbf35590ffdc3bf9ff20aaf874d0f2932d742e4817a35a,True,1,delete
medical,med_episode_rewrite_en_003_hepatitisC_mavyret_deleted_recovery_contact,t126,3,0c228cd88435de9b0305b198bcaf99300f9072e3ccd575e0c62fc1356e14bd15,True,1,delete
medical,med_episode_rewrite_en_003_hepatitisC_mavyret_deleted_recovery_contact,t127,3,2a3905977a72c0fafc04996acb1ce98b6b7c947987f04d1bc43683e2bd13c01a,True,1,delete
medical,med_episode_rewrite_en_004_obgyn_postpartum_htn_gdm_deleted_safe_contact,t146,4,7c3508728bb6aa338576290584ffc365c273365300c7f49a522294290247865a,True,1,delete
medical,med_episode_rewrite_en_004_obgyn_postpartum_htn_gdm_deleted_safe_contact,t147,4,36b60b53ca6bc9dca14b986e65546b8ffb16e277b2d41e43a5ad112f847d9b4a,False,0,
medical,med_episode_rewrite_en_005_behavioral_bridge_deleted_blue_cedar_contact,t131,5,999ad43c38efdb5e24a9178846d7499f575121617b4f83ece25116ca238fbe9e,True,1,delete
medical,med_episode_rewrite_en_006_hyperkalemia_deleted_harbor_house_alias,t116,6,b6d1cceda66d14e2fc0e5db53757ba21fafebeeeeeb4761efc8708536e39cc46,False,0,
medical,med_episode_rewrite_en_007_thyroid_biopsy_deleted_rose_lodge_contact,t068,7,69ad7d1506faa71bb790a3df18d14fab26a456535b0599d7cb85d74a16c2e471,False,0,
medical,med_episode_rewrite_en_007_thyroid_biopsy_deleted_rose_lodge_contact,t121,7,367619e8bbee4a1514b57156830466480f89e55afef2e9a32d218055ca9634ca,True,1,delete
medical,med_episode_rewrite_en_008_syphilis_deleted_cedar_outreach_line,t132,8,ca4ffee24a8f56ece2032d6211cf4c49979ac34820d2fb66eca923a277fc711a,False,0,
medical,med_episode_rewrite_en_009_pe_deleted_willow_house_line,t093,9,bc7dbef333ccd0ac934256288d53fb00123115030ac7b3d02961fed45536a46c,True,1,delete
medical,med_episode_rewrite_en_010_breast_biopsy_deleted_maple_house_line,t103,10,80ae11fac185d120945344334f6d2d648d88ef962471df9cda56460e6439c07a,False,0,
medical,med_episode_rewrite_en_011_first_seizure_deleted_harbor_steps_line,t118,11,a05284d4b36d44f1b33e14e6d36e0866264e7c19cec166cdeff5f69a5951b5ef,False,0,
medical,med_episode_rewrite_en_012_new_hiv_deleted_harbor_light_line,t084,12,0b45c83b47818e57c659fe2cf804e708b1a44db52458a1d6dd30a2432f91a6b6,False,0,
medical,med_episode_rewrite_en_012_new_hiv_deleted_harbor_light_line,t110,12,5839bca5138428c8c96f18e604f0d31c7532ccc2fa38a77c26cfe521671728d6,False,0,
medical,med_episode_rewrite_en_012_new_hiv_deleted_harbor_light_line,t111,12,fe6a7bd727b9882c392b5d2be953d83ba2dec22baff8fbbb1a46a5471ae6243a,True,1,delete
medical,med_episode_rewrite_en_013_ibd_deleted_pine_harbor_line,t110,13,bbe8184111e9c5c53dc5bc49b2e27841fb4039220cabe2f8c1b182cb431d6809,False,0,
medical,med_episode_rewrite_en_014_lupus_nephritis_deleted_river_house_line,t078,14,1ec3f686e13d7e81b36b272bb9dcf73093aca661ba35671b1c740e6a87d384ac,True,1,delete
medical,med_episode_rewrite_en_015_ms_relapse_deleted_cedar_bridge_line,t103,15,e3340bf2357a0f9bc80214e04625df1b6c431bbcf4c233094dab342469f2e285,True,1,delete
medical,med_episode_rewrite_en_015_ms_relapse_deleted_cedar_bridge_line,t104,15,277df4a544f6568e678c2c94f007c76389176cca4b5f857b7cbd025652fde904,True,1,delete
medical,med_episode_rewrite_en_016_early_pregnancy_deleted_haven_house_line,t073,16,48f99f3b0571eec8129201ddbd93dfe5c942e8298ba2b5eb4353cd1a81cd0453,False,0,
medical,med_episode_rewrite_en_016_early_pregnancy_deleted_haven_house_line,t100,16,23918875e28eb9f007878ef22b53b8f8490d013672d316856ae74ddb875f3e83,True,1,delete
medical,med_episode_rewrite_en_017_melanoma_deleted_harbor_guest_line,t101,17,9080e56c4227539e52ecab592865b78f0f025ef12de5a9b405b6738701d1bffb,True,1,delete
medical,med_episode_rewrite_en_018_hematuria_deleted_harbor_house_line,t069,18,2b54a55b93263b9e983223388c6164626d55057ebcf778609bbf9a3a90001aab,False,0,
medical,med_episode_rewrite_en_018_hematuria_deleted_harbor_house_line,t102,18,19930e68129fe09b3416ef1277334db661a9d05701991e2c33cd5aad85e59574,True,1,delete
medical,med_episode_rewrite_en_019_ascites_deleted_juniper_house_line,t096,19,3282ffe70488b2f7ebc5bff80f72c8b53bd89e9ea1b597d0ad212315bb7d6f2b,False,0,
medical,med_episode_rewrite_en_020_anemia_deleted_river_house_line,t124,20,5fe0de9ea3d96fa929166686771180aa24d352ef4704d8f29f43654816b139eb,True,1,delete
medical,med_episode_rewrite_en_021_gender_clinic_deleted_harbor_bridge_line,t126,21,17df0b93253dad09418bfa49a7b15a53b1bb7dd55d111167c1a857337d98a835,True,1,delete
office,office_episode_custom_en_001_maple_maplemark_dual_project,t050,1,71dc471dbcf2cbe1b8b049a67873aca8720e2182dda477b7c64c9e9054c38b0e,True,1,delete
office,office_episode_custom_en_002_lighthouse_lightforge_dual_project,t072,2,ea97224bf57404e69c80083bdc7b5a82b70ba974551320a82ce102ab5d397534,True,1,delete
office,office_episode_custom_en_002_lighthouse_lightforge_dual_project,t094,2,3f5249010d9ddece1873a83dc9596aa22ec1df753b1baaea856032d5bd07ffdb,True,1,delete
office,office_episode_custom_en_003_copper_copperline_dual_project,t050,3,67fcaed5d85a12b0a6ea26e3536f2d98fc4ecb3137c1d17ebac3634c085624ec,True,1,delete
office,office_episode_custom_en_003_copper_copperline_dual_project,t088,3,9a270f8c68b158fdadc8fef566b6d123161e29054632c05efab3ffc16b1a19cb,True,1,delete
office,office_episode_custom_en_004_summit_summitlane_dual_project,t050,4,671e72352d2f32c489dd285608ecc53b3c5899c9aa0e4151d4ed49a9f3d9b9c7,True,1,delete
office,office_episode_custom_en_005_redwood_redfield_extreme_safety_privacy,t074,5,e279402503008b07f8ee5fd3e5ccfefe28799b6d369ec8a910943f41f62c2e62,True,1,delete
office,office_episode_custom_en_005_redwood_redfield_extreme_safety_privacy,t082,5,e5f6b5008cff8ad338e39bfc5450ec1703b3aea7daa114c97222f0c0598ceab6,True,1,delete
office,office_episode_custom_en_005_redwood_redfield_extreme_safety_privacy,t086,5,0c84be8fcc71ea94fb48f3edff60d789eb098e7bad30b37b1e8eadf8fa8286a0,True,1,delete
office,office_episode_custom_en_006_harbor_harbormark_dual_project,t050,6,1f9b2ca61a04258e5e6a15d6ea37057d68a02620e8e222b83f4088d09bcf8909,True,1,delete
office,office_episode_custom_en_006_harbor_harbormark_dual_project,t058,6,97be9f663f6f00ddc4471b8e7a4cf9013ba5342e74c0634be8e6cd3579a28ecb,True,1,delete
office,office_episode_custom_en_007_pinecrest_pinegrid_dual_project,t050,7,edbcf1869416f17d614a668f19accc59776473e60b232c8a9c89976011ea6e5f,True,1,delete
office,office_episode_custom_en_007_pinecrest_pinegrid_dual_project,t058,7,21797badfe12b96f46dfb8e76ca16352bf9eb7e2ef531f789d47a76a319c61bf,True,1,delete
office,office_episode_custom_en_008_horizon_horizonline_dual_project,t043,8,d7328d5904111de5501fb6777d70ee88238f3d0fa8ead19d070664793d13d58a,True,1,delete
office,office_episode_custom_en_008_horizon_horizonline_dual_project,t044,8,bf8637ec0adca2fd1fe87f248549c7d003bf91925a119ea3ed2c1b685d53d0e5,True,1,delete
office,office_episode_custom_en_008_horizon_horizonline_dual_project,t045,8,455e4e802171ae0c02dc61135cd18e37c1e5c587a09a83ae72081028dfed3b3b,False,0,
office,office_episode_custom_en_009_keystone_keystream_dual_project,t043,9,4dae7487125c660fba01dcfdbbc4222ebb84a66906e99abb5d8e578ea99bcaae,True,1,delete
office,office_episode_custom_en_009_keystone_keystream_dual_project,t044,9,06f0b2427b9a2ee58c04fbbe5df9c092f4ab9d85a1eb8c0d340046a70eaf455c,True,1,delete
office,office_episode_custom_en_009_keystone_keystream_dual_project,t045,9,d2da9ef72304bc055494b58d3fe5ac9f3a67dbc4edf0c755aaffc228ce6ab75a,False,0,
office,office_episode_custom_en_010_monsoon_moonstone_dual_project,t043,10,7addd0f1761b667ec6a08dea5bb6e9c948ad6c3c3d1266d7c8241564b0239ef6,True,1,delete
office,office_episode_custom_en_010_monsoon_moonstone_dual_project,t044,10,7bc2501016620c0322822b656360f141d6b220bd1e3b708fcb2c4076ed396d49,True,1,delete
office,office_episode_custom_en_010_monsoon_moonstone_dual_project,t045,10,8fdb9286714dc9fc19ab3b5350bcaa765b1be59431bde3186d4d55f5d8fd439a,False,0,
office,office_episode_custom_en_011_riverbend_riverbridge_dual_project,t043,11,7afe80b51c2c874a3c9a91d0bb0c2fb544df8a7a159eea952dcef5413338b91e,True,1,delete
office,office_episode_custom_en_011_riverbend_riverbridge_dual_project,t044,11,dd85fc8a262463a20fc3303918096e7c94c13fb8eed5d0bcc9eb530d3e399625,True,1,delete
office,office_episode_custom_en_011_riverbend_riverbridge_dual_project,t045,11,77a4796a5454f26317dc5ff647feda5cba374331fbbbfd4f0de82133e24d5c18,False,0,
office,office_episode_custom_en_012_timber_timberlane_dual_project,t043,12,5f619bc5efb315812a56e17bf510f995f12fd0fe11ec8c0c1e350699f93a129e,True,1,delete
office,office_episode_custom_en_012_timber_timberlane_dual_project,t044,12,3756632fb3e27d6a253215a18c1c230864421e90762344123b0123245b406360,True,1,delete
office,office_episode_custom_en_012_timber_timberlane_dual_project,t045,12,2f82b9543bd98f23b4186d1dc0cdebc1fc005910fd89df2ad8137ac8495f51d5,False,0,
office,office_episode_custom_en_013_ember_emberline_dual_project,t043,13,3c0807edbe3537b79cc6232f67732499afaf4748bf89a0c8478b54ad46f37036,True,1,delete
office,office_episode_custom_en_013_ember_emberline_dual_project,t044,13,1c773aa12039668367897a1a5101c44ab54923f542623a695a25090111b9a567,True,1,delete
office,office_episode_custom_en_013_ember_emberline_dual_project,t045,13,e647ec25f388c8b0bb8570b680cbc49ac7973a24e84fd6c81f4200f6a3ce1211,False,0,
office,office_episode_custom_en_014_glacier_glacierlane_dual_project,t043,14,e02a725f18aa4002af17c30fcb25742641881d53871824838acaecab59ed7241,True,1,delete
office,office_episode_custom_en_014_glacier_glacierlane_dual_project,t044,14,8172900e41f94d26cf5ec39e49cf88c30cc32493a25fdb849289d83bbcea8bed,True,1,delete
office,office_episode_custom_en_014_glacier_glacierlane_dual_project,t045,14,cf7a40d2c1b21b6725756b04cdc4df448d3cda66c5e89d6d7e948a5f3c05eb56,False,0,
office,office_episode_custom_en_015_sterling_sterlingbridge_dual_project,t043,15,044208bc85c7a422cbca0dd53a2ac39c800e709573b0e0daec48b3a94aa32f29,True,1,delete
office,office_episode_custom_en_015_sterling_sterlingbridge_dual_project,t044,15,c1390a4e75a961ff4c98426a7ecd0835f5e3d35491ed712df1de643a446070f5,True,1,delete
office,office_episode_custom_en_015_sterling_sterlingbridge_dual_project,t045,15,0811bef64b84c7a5019c2a94a9075a32536ca754adfc0b5be1f6eeab34167097,False,0,
office,office_episode_custom_en_016_anchor_anchorline_dual_project,t043,16,2eb841b12c6b1ed0d7ed9232d8ed09a4254f061aaddd30cedfc156996eeb95ab,True,1,delete
office,office_episode_custom_en_016_anchor_anchorline_dual_project,t044,16,3ddc142ba49670dac99a44d0036b9a6850a7b716216b1785a37a8527c1631667,True,1,delete
office,office_episode_custom_en_016_anchor_anchorline_dual_project,t045,16,2ed1e87b499d61853c2d8c227ff62f1d6571334e2f6330c15a328c41d14de4cc,False,0,
office,office_episode_custom_en_017_willow_willowmark_dual_project,t043,17,0bd36ce12a87f3ca0e44f2814adb28e678b8e66fc41ca8e54a5a789cc4df5bc2,True,1,delete
office,office_episode_custom_en_017_willow_willowmark_dual_project,t044,17,138502323d2eb0b24ec012cb542e1dddfdacc3cb232e6437179d5e70793c17d0,True,1,delete
office,office_episode_custom_en_017_willow_willowmark_dual_project,t045,17,657b75e2e50ba1b5bc62cca77f5f0ae8553e431a0896498359985eafbac263b1,False,0,
